# time	irf	simulation
2.272032374520000175e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.296462830159999857e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.320893285799999983e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.345323741440000109e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.369754197079999791e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.394184652719999917e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.418615108360000043e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.443045564000000169e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.467476019639999851e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.491906475279999977e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.516336930920000103e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.540767386559999785e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.565197842199999911e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.589628297840000037e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.614058753480000163e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.638489209119999845e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.662919664759999971e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.687350120400000097e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.711780576039999779e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.736211031679999905e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.760641487320000032e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.785071942960000158e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.809502398599999839e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.833932854239999966e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.858363309880000092e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.882793765520000218e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.907224221159999900e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.931654676800000026e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.956085132430000151e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.980515588069999833e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.004946043709999959e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.029376499350000085e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.053806954990000211e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.078237410629999893e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.102667866270000019e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.127098321910000145e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.151528777549999827e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.175959233189999953e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.200389688830000079e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.224820144470000205e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.249250600109999887e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.273681055750000013e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.298111511390000139e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.322541967029999821e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.346972422669999947e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.371402878310000073e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.395833333950000199e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.420263789589999881e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.444694245230000007e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.469124700870000133e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.493555156509999815e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.517985612149999941e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.542416067790000067e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.566846523430000193e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.591276979069999875e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.615707434710000001e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.640137890350000127e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.664568345989999809e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.688998801629999935e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.713429257270000061e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.737859712910000187e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.762290168549999869e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.786720624189999995e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.811151079830000121e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.835581535469999803e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.860011991109999929e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.884442446750000055e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.908872902390000181e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.933303358029999863e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.957733813669999989e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.982164269310000115e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.006594724950000241e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.031025180590000367e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.055455636229999605e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.079886091869999731e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.104316547509999857e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.128747003149999983e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.153177458790000109e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.177607914430000235e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.202038370070000362e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.226468825709999599e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.250899281349999725e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.275329736989999851e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.299760192629999977e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.324190648270000104e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.348621103910000230e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.373051559550000356e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.397482015189999593e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.421912470829999720e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.446342926469999846e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.470773382109999972e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.495203837750000098e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.519634293390000224e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.544064749030000350e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.568495204669999588e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.592925660309999714e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.617356115949999840e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.641786571589999966e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.666217027230000092e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.690647482870000218e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.715077938510000344e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.739508394149999582e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.763938849789999708e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.788369305429999834e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.812799761069999960e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.837230216710000086e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.861660672350000212e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.886091127990000338e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.910521583629999576e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.934952039269999702e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.959382494909999828e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.983812950549999954e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.008243406190000080e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.032673861830000206e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.057104317470000332e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.081534773109999570e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.105965228749999696e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.130395684389999822e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.154826140029999948e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.179256595670000074e+00	1.000000000000000000e+00	0.000000000000000000e+00
5.203687051310000200e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.228117506950000326e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.252547962589999564e+00	1.000000000000000000e+00	0.000000000000000000e+00
5.276978418229999690e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.301408873869999816e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.325839329509999942e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.350269785150000068e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.374700240790000194e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.399130696430000320e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.423561152069999558e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.447991607709999684e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.472422063349999810e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.496852518989999936e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.521282974630000062e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.545713430270000188e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.570143885910000314e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.594574341550000440e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.619004797189999678e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.643435252829999804e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.667865708469999930e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.692296164110000056e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.716726619750000182e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.741157075390000308e+00	0.000000000000000000e+00	1.000000000000000000e+00
5.765587531030000434e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.790017986669999672e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.814448442309999798e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.838878897949999924e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.863309353590000050e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.887739809230000176e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.912170264870000302e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.936600720510000428e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.961031176149999666e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.985461631789999792e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.009892087429999918e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.034322543070000044e+00	1.000000000000000000e+00	0.000000000000000000e+00
6.058752998710000170e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.083183454350000297e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.107613909990000423e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.132044365629999660e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.156474821269999786e+00	1.000000000000000000e+00	0.000000000000000000e+00
6.180905276909999913e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.205335732550000039e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.229766188190000165e+00	1.000000000000000000e+00	0.000000000000000000e+00
6.254196643830000291e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.278627099470000417e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.303057555109999655e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.327488010749999781e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.351918466389999907e+00	0.000000000000000000e+00	2.000000000000000000e+00
6.376348922030000033e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.400779377670000159e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.425209833310000285e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.449640288950000411e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.474070744589999649e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.498501200229999775e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.522931655869999901e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.547362111510000027e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.571792567150000153e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.596223022790000279e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.620653478430000405e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.645083934069999643e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.669514389709999769e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.693944845349999895e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.718375300990000021e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.742805756630000147e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.767236212270000273e+00	1.000000000000000000e+00	0.000000000000000000e+00
6.791666667910000399e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.816097123549999637e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.840527579189999763e+00	0.000000000000000000e+00	1.000000000000000000e+00
6.864958034829999889e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.889388490470000015e+00	1.000000000000000000e+00	2.000000000000000000e+00
6.913818946110000141e+00	2.000000000000000000e+00	1.000000000000000000e+00
6.938249401750000267e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.962679857390000393e+00	2.000000000000000000e+00	0.000000000000000000e+00
6.987110313029999631e+00	1.000000000000000000e+00	0.000000000000000000e+00
7.011540768669999757e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.035971224309999883e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.060401679950000009e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.084832135590000135e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.109262591230000261e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.133693046870000387e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.158123502509999625e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.182553958149999751e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.206984413789999877e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.231414869430000003e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.255845325070000129e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.280275780710000255e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.304706236350000381e+00	1.000000000000000000e+00	1.000000000000000000e+00
7.329136691989999619e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.353567147629999745e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.377997603269999871e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.402428058909999997e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.426858514550000123e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.451288970190000249e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.475719425830000375e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.500149881469999613e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.524580337109999739e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.549010792749999865e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.573441248389999991e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.597871704030000117e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.622302159670000243e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.646732615310000369e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.671163070949999607e+00	1.000000000000000000e+00	2.000000000000000000e+00
7.695593526589999733e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.720023982229999859e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.744454437869999985e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.768884893510000111e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.793315349150000237e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.817745804790000363e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.842176260429999601e+00	0.000000000000000000e+00	3.000000000000000000e+00
7.866606716069999727e+00	0.000000000000000000e+00	1.000000000000000000e+00
7.891037171709999853e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.915467627349999979e+00	1.000000000000000000e+00	0.000000000000000000e+00
7.939898082990000105e+00	0.000000000000000000e+00	3.000000000000000000e+00
7.964328538630000232e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.988758994270000358e+00	1.000000000000000000e+00	2.000000000000000000e+00
8.013189449909999595e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.037619905550000610e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.062050361189999848e+00	1.000000000000000000e+00	0.000000000000000000e+00
8.086480816830000862e+00	0.000000000000000000e+00	2.000000000000000000e+00
8.110911272470000100e+00	2.000000000000000000e+00	0.000000000000000000e+00
8.135341728109999337e+00	1.000000000000000000e+00	2.000000000000000000e+00
8.159772183750000352e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.184202639389999590e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.208633095030000604e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.233063550669999842e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.257494006310000856e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.281924461950000094e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.306354917589999332e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.330785373230000346e+00	2.000000000000000000e+00	1.000000000000000000e+00
8.355215828869999584e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.379646284510000598e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.404076740149999836e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.428507195790000850e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.452937651430000088e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.477368107069999326e+00	1.000000000000000000e+00	0.000000000000000000e+00
8.501798562710000340e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.526229018349999578e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.550659473990000592e+00	0.000000000000000000e+00	2.000000000000000000e+00
8.575089929629999830e+00	0.000000000000000000e+00	3.000000000000000000e+00
8.599520385270000844e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.623950840910000082e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.648381296549999320e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.672811752190000334e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.697242207829999572e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.721672663470000586e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.746103119109999824e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.770533574750000838e+00	2.000000000000000000e+00	3.000000000000000000e+00
8.794964030390000076e+00	0.000000000000000000e+00	2.000000000000000000e+00
8.819394486020000201e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.843824941659999439e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.868255397300000453e+00	0.000000000000000000e+00	2.000000000000000000e+00
8.892685852939999691e+00	0.000000000000000000e+00	1.000000000000000000e+00
8.917116308580000705e+00	1.000000000000000000e+00	0.000000000000000000e+00
8.941546764219999943e+00	0.000000000000000000e+00	2.000000000000000000e+00
8.965977219859999181e+00	0.000000000000000000e+00	0.000000000000000000e+00
8.990407675500000195e+00	0.000000000000000000e+00	3.000000000000000000e+00
9.014838131139999433e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.039268586780000447e+00	0.000000000000000000e+00	2.000000000000000000e+00
9.063699042419999685e+00	1.000000000000000000e+00	1.000000000000000000e+00
9.088129498060000699e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.112559953699999937e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.136990409339999175e+00	0.000000000000000000e+00	3.000000000000000000e+00
9.161420864980000189e+00	1.000000000000000000e+00	0.000000000000000000e+00
9.185851320619999427e+00	1.000000000000000000e+00	0.000000000000000000e+00
9.210281776260000441e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.234712231899999679e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.259142687540000694e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.283573143179999931e+00	1.000000000000000000e+00	1.000000000000000000e+00
9.308003598819999169e+00	0.000000000000000000e+00	2.000000000000000000e+00
9.332434054460000183e+00	0.000000000000000000e+00	2.000000000000000000e+00
9.356864510099999421e+00	0.000000000000000000e+00	3.000000000000000000e+00
9.381294965740000436e+00	0.000000000000000000e+00	2.000000000000000000e+00
9.405725421379999673e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.430155877020000688e+00	0.000000000000000000e+00	1.000000000000000000e+00
9.454586332659999925e+00	1.000000000000000000e+00	2.000000000000000000e+00
