time	IRF	I	fit	res
0.0	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.024430455640000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.048860911279899999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.0732913669199	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.097721822559799998	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.12215227820000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.14658273384000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.17101318947999999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.19544364512000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.21987410076	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.24430455640000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.26873501204	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.29316546768000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.317595923319	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.34202637895900001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.36645683459900003	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.39088729023899998	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.415317745879	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.43974820151900001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.46417865715899997	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.48860911279899999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.513039568439	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.53747002407900002	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.56190047971900003	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.58633093535900005	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.61076139099899995	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.63519184663899997	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.65962230227899998	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.684052757919	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.70848321355900001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.73291366919900003	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.75734412483900004	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.78177458047899995	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.80620503611899996	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.83063549175899998	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.85506594739899999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.87949640303900001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.90392685867800004	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.92835731431799995	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.95278776995799996	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
0.97721822559799998	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.0016486812400001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.02607913688	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.0505095925200001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.07494004816	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.0993705037999999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.12380095944	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.1482314150799999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.1726618707200001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.19709232636	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.2215227820000001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.24595323764	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.2703836932799999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.29481414892	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.3192446045599999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.3436750602	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.36810551584	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.3925359714800001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.41696642712	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.4413968827600001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.4658273384	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.4902577940399999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.51468824968	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.5391187053199999	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
1.5635491609600001	0.0	0.0	-0.2542694104528575	3.5359395140155403e-05
